@relation weka.datagenerators.clusterers.BIRCHCluster-S_1_-a_3_-k_5_-N_20000..20000_-R_5000..5000_-G_-D_4.0_-O_-P_0.1

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric

@data
26335.136851,20603.484097,21612.991023
22345.353451,20866.541134,13910.303658
23797.362219,22986.360731,17352.349318
20116.573074,24822.858075,20458.996718
26295.89944,20823.907132,23076.829215
25056.316571,19309.319822,22086.10013
14787.227906,17670.33729,19967.512736
21761.936035,22580.763785,23920.190248
16887.925857,19380.146237,21500.919224
21098.870672,20020.621447,12731.952332
18733.587213,16670.368654,14429.759534
23119.939286,14354.951617,19395.433667
17083.38493,20271.207411,21272.535484
21459.483766,16913.364203,20495.246125
12568.206923,19060.796041,24032.049616
20220.443463,17409.792308,23246.15129
15456.497288,21376.489804,16071.863639
21302.951332,19905.066636,23012.752741
19414.63191,25532.66231,24692.006465
20234.34195,15945.587589,19352.980707
22904.492634,20849.15962,19902.113053
24206.351441,15038.285304,19600.285943
21999.828463,14045.486346,18752.208598
15083.944374,23979.989433,22924.866479
19384.084578,19290.876769,22018.913306
17106.547772,18166.615083,23553.307755
17165.238411,17782.412993,18106.611592
19322.019146,22276.420631,17398.749141
14750.703126,12301.500962,20646.730044
26702.081838,19320.28651,20198.378074
15842.820979,12933.70319,20971.176735
24536.277895,22031.414896,21848.881083
21644.867741,24617.486994,19806.37094
17562.63925,22766.515397,22556.165343
21595.325483,16421.199787,18149.928456
20779.73833,16606.517047,22619.764076
16158.212445,20539.813118,19600.138487
25501.256607,19432.591621,21356.064603
22894.013541,21450.549545,18617.594641
20270.911715,23259.376532,20602.608868
20079.782152,14988.607718,13930.756958
17395.023574,21607.356579,19082.802395
12528.857771,19345.981003,24708.788222
17865.200773,18284.616526,16278.770917
16215.346096,22855.768375,16403.100696
15296.15302,21331.78117,22406.819861
21912.494363,19381.250802,19351.886298
19455.209435,23264.624013,25336.457624
15475.169422,18538.697002,16853.855418
22152.305472,15583.811128,20049.542357
18956.214902,19658.169075,19008.410674
19666.386307,19397.985002,18443.865838
22922.912409,15233.035643,18589.47192
17077.31287,18703.856888,22112.930624
21698.452449,24048.269909,16155.960573
17026.197477,23244.345028,19581.419875
25181.310496,20091.898063,16174.645212
20048.150487,21262.230383,17200.492553
22050.686319,20011.721805,16522.990425
19801.151367,20742.74716,19842.793607
14931.230418,21060.974814,22473.751466
25101.71079,19350.648165,17190.990671
21593.891262,23283.141025,22728.058641
21467.556161,23237.853033,21189.094317
15251.511267,19452.620106,18421.497656
19244.22043,20942.734797,16689.982429
22250.17952,16151.740506,24443.854464
17436.660915,21135.57418,15086.392864
15958.685124,25818.673919,19471.354291
19434.483908,18402.22479,22134.633739
25341.674321,19004.956491,21274.988206
23179.723496,16775.943557,17074.575836
18531.090468,16659.111559,25385.004369
14485.049846,17621.416605,23541.624896
15400.104996,17351.0391,24233.075036
22657.980738,23005.512021,22454.503418
24190.687394,22201.035636,18599.72609
23829.703899,19940.758128,20357.060779
19838.804211,21159.153449,24013.664025
16596.846001,20067.785715,21781.981678
20369.879224,18617.922095,21027.071672
18773.967992,16724.176256,17743.910764
18678.64751,7934.238068,17444.704382
25063.521056,21568.658054,23114.969168
15738.627029,22111.045133,22252.764649
21912.767196,20199.575031,19619.042684
24261.895647,15178.609724,23613.132484
22341.09726,19816.376624,23559.843044
20466.573316,20367.327666,11138.014167
21221.817197,19394.147357,24083.82097
17638.129399,20320.643027,22654.820185
23676.97852,20756.990004,21716.779982
17688.526849,13990.814378,20472.465949
18723.804858,22860.440684,19088.105171
19373.130129,24619.204713,17873.869761
18502.383559,20628.602917,22170.089768
19423.787624,22096.684002,19050.634137
17316.130782,15593.561775,21708.362219
22464.174051,22041.113001,19314.270216
18624.211523,12398.167829,28346.525472
18697.704636,23033.59679,22492.922203
23409.91695,28901.464108,24054.442945
20490.05383,19444.331442,24550.372045
15657.489718,25678.087165,17264.43009
22978.895926,15334.981415,20910.801578
27091.190169,23002.538041,23879.263524
24180.355187,23116.082422,20724.244828
22421.596423,18985.044154,20957.349049
7030.615978,15113.078593,20852.902563
18449.648371,23291.285624,16524.797918
14298.554111,22098.238319,19730.025946
17306.138762,19168.656511,23222.697806
19170.88364,27247.052634,18335.856898
18114.104026,19210.770996,21143.243936
24824.354973,15945.624348,20477.088263
22319.41002,14478.629383,18178.250659
23671.948892,20166.179336,11507.86263
25414.469956,22732.287025,21496.092322
21895.458472,18805.344577,17220.734633
16656.094666,23896.838264,21369.275336
21088.744457,19325.752384,16535.798676
14859.487099,18389.202654,19303.499281
20845.341505,18252.055323,20239.184096
16523.769623,19211.991622,23723.017352
23881.636911,25112.53641,17748.107168
18784.766238,18469.890784,21149.604055
27128.484601,17580.44869,27978.285667
23370.594283,18190.847004,22836.042181
20347.137013,19517.789491,14826.669256
18151.237925,24003.602042,19040.684012
18932.063789,16596.209541,18411.197311
15312.421718,17209.604215,16641.780823
19626.195793,19731.457891,24575.025853
21782.564291,21519.601105,16751.939734
19986.523062,22192.132303,19339.879798
21400.730142,24569.949715,15192.812362
25169.868856,17971.952619,21838.441924
22329.106182,18931.50998,25223.94216
26243.582767,25664.162427,21506.910369
24259.283116,19546.518548,22371.872873
19666.010288,14123.48061,13428.628933
19700.801006,19318.976954,25042.73885
22256.766825,19854.876171,24949.290971
20404.812606,16293.023127,20554.061376
12382.696861,24804.567052,18337.885449
21355.680773,19733.946496,22247.709268
18934.459217,20629.069337,20260.563706
15385.802692,18207.756208,27914.92755
14758.533817,28818.222323,22575.829524
16690.769448,19581.389316,12070.6716
14944.721338,18540.072726,22320.648901
23466.27382,23819.098944,17541.664251
20094.399343,18199.188206,21048.213073
18954.741587,23067.498825,20023.254398
23739.496591,15057.391732,26260.858461
20452.364094,19309.823094,21697.79297
20144.092139,18140.619871,27093.170388
21460.044318,17870.523964,23063.441704
23446.245321,15642.749436,20023.866027
19784.375945,23583.793414,21575.711481
23478.666393,24202.197311,20103.615382
19002.808378,17933.838793,26244.128136
16884.48112,22213.594894,20001.809573
21502.18251,20994.928628,17928.919074
27742.952369,13264.991865,20856.468561
21514.052347,20432.891794,21616.725313
13822.183119,18562.477667,16460.571384
17820.428803,22088.151739,24166.44623
23503.70418,18690.865389,20635.39666
17264.246255,18080.616997,17328.747662
18578.968133,21340.904868,19959.872573
22831.173023,11010.88122,21528.215334
21165.730987,23335.611606,17230.603199
23749.879851,28990.129507,16587.9899
18310.891082,17017.253782,18683.396998
23885.901562,25645.707556,19680.686746
17760.839222,16222.42768,17105.215226
18521.094156,17031.82431,15168.812423
22316.089897,20981.788325,25381.789547
15384.13302,19658.583467,17485.952186
23402.644009,21996.502435,15196.228271
17851.613415,20555.327672,18353.259071
19862.965194,23451.380362,15419.534603
21680.340902,22515.565296,16594.692102
24891.283538,22578.435203,21220.486077
16911.096175,20758.681408,25577.930981
17855.238778,20765.398971,22952.705615
16072.698777,19371.682086,19161.466146
18631.972162,15460.252052,11664.716981
23919.420023,23595.750776,22635.64229
19955.653406,22716.475417,22320.465574
19285.462436,21905.214663,18653.234105
17096.284924,14486.733685,24998.168098
18975.781153,20906.849853,21029.528144
15441.433193,16567.055355,22826.792793
19594.632051,17435.223444,19347.451687
16081.370201,20260.378225,18318.561694
24925.019046,20626.976769,24185.750531
28336.881924,19516.366904,26840.344935
18665.892026,16625.531397,18957.231654
18450.138021,16673.479035,19564.399861
14831.19816,18508.944647,18704.831363
16463.962737,20563.921522,21684.706209
23568.910205,17709.4286,18620.883058
17690.520853,25167.69999,22857.426349
17848.263592,21662.203255,20870.578651
20577.836461,23177.713812,15850.754792
15204.233363,17662.896105,18819.706638
18363.687456,15316.909558,17198.962349
26531.982126,16193.601233,14661.164057
22259.190525,16790.035998,21200.927292
18505.287513,22021.555123,22142.11604
18326.853498,24152.137231,19337.421375
21827.390408,16376.634293,23062.795321
24170.619136,23695.066346,15424.01182
17366.363351,21361.5763,13973.216185
27922.180302,23569.083775,20608.597137
17704.005725,17398.939817,20490.838832
19034.704535,18811.329787,21614.665211
16886.966602,22123.447292,14368.97557
23873.707817,22650.491986,18495.911083
21255.03941,20572.853255,22710.737585
22349.899939,14973.431376,21763.683858
23812.516549,16910.426367,25850.965444
20225.571246,22433.695784,21423.243617
21807.031232,19524.451043,16781.046836
22435.090061,15100.912211,15996.262774
21395.183415,21806.285584,18801.350169
17721.038535,22107.568971,6134.797178
14772.130835,16952.830579,19193.839174
19187.050115,21952.957455,13499.277163
19189.875111,21443.588441,22142.566761
21044.376939,24588.352512,23482.327282
17368.580405,23244.780067,22011.816731
24765.895975,17604.028241,21017.108164
13259.895687,20727.560023,16901.567903
20547.033182,20951.631129,20929.406972
20734.151913,20092.756852,22456.254555
24688.428477,16184.032008,14144.583582
18743.051038,20906.486173,21636.351761
20090.775366,23224.525005,16905.151755
18761.545195,21027.124708,20839.004589
16586.861187,22032.06792,21900.627213
17482.04606,25773.44769,22074.870651
23272.876725,22201.540398,21161.30428
20538.501542,16671.055408,27743.795358
24436.710045,15938.0012,16453.961717
15606.653296,14532.343163,18940.157817
21631.264606,17746.230657,20394.571493
21199.62997,25105.014383,22843.396978
19930.876101,18048.854868,14406.524124
22537.448988,20769.206873,24222.976777
19625.609338,20307.596079,24489.754577
20845.572631,24470.620378,23307.206842
17062.730169,21740.76144,17424.635314
23100.528148,15935.294703,15217.599809
15677.411344,19037.209972,18673.232833
18248.519343,17444.709419,20011.18828
22452.413157,15885.090415,22514.770331
16947.523963,15097.343792,25704.160074
23429.169688,24020.019837,13309.325636
20729.666046,15897.480183,21512.57187
18455.781108,24504.590419,18935.729213
20937.619947,18882.078812,23254.687502
18538.185188,22190.383144,24002.407524
26453.577125,15196.509295,18777.881306
18888.71286,22839.438921,15548.596136
16279.702773,22570.812036,24361.142633
23747.451925,19241.528011,19534.219042
19107.846618,21817.681508,16587.088691
19868.315831,13007.228895,18457.764375
18236.025239,15435.602737,20653.268537
21411.606404,22785.681278,19673.675826
24560.198401,20650.044204,24121.117497
18935.150954,19666.402622,21485.02679
21000.140358,12660.749097,19233.155613
24188.773698,26129.1443,30194.098659
17380.332061,20338.35063,20416.655515
22360.454611,19789.076523,21652.183011
17295.380401,17787.979449,19842.331455
20409.457618,16661.071805,22222.429569
18990.012644,18847.995928,21076.668365
25825.890779,21510.767893,19083.113563
22227.345587,22168.596884,20231.165962
18776.900678,16778.195319,17823.187678
23999.899474,19419.278989,23466.388168
17386.279812,17325.842584,20811.31423
19282.148961,21101.258407,14890.08797
26224.473689,17714.186835,18685.527138
16810.455161,14240.896628,19035.794989
20168.819395,24010.340291,26858.826407
21930.146729,24425.135426,19796.233254
26781.868871,17574.534384,19510.475588
16155.957981,18495.408965,18571.434443
22333.484014,22104.384655,18479.84463
21774.822542,18175.809813,22003.684405
25490.915198,21875.391916,17564.006818
21887.975607,21471.860993,22040.698098
16190.402745,23474.917509,24676.960645
23978.151868,17503.724282,21166.490609
21933.972238,13757.146989,22563.079274
19134.572103,17319.24291,19606.381814
18178.306013,19139.312832,20660.315712
21411.683985,21930.635969,19127.089005
18569.14963,20336.832929,24759.304355
19055.50188,12298.19505,25332.076385
14057.08097,20168.29463,16631.522937
19585.141781,24392.103697,21991.53892
24994.710756,21347.517137,18603.725351
19213.43112,20716.40026,19144.934473
21354.259626,20208.502891,15446.520873
19217.843504,20215.384316,21654.513258
15239.488908,19359.352823,19150.6915
22992.148628,14953.96699,21002.993975
20093.247874,21630.726909,26152.962495
21568.009533,19135.133659,23031.909698
18096.97665,21104.394681,21436.961359
15232.60842,11959.88445,19620.990334
20397.617435,24984.656956,18435.013349
21692.634006,21042.955642,19997.655276
22389.767154,18362.885999,12821.63867
21693.531317,12998.613522,17753.968733
15470.731232,16993.281946,19655.945223
18392.341736,19736.640429,18746.180124
20785.368431,13130.643391,21660.12916
25844.790601,17608.50916,20431.224006
12497.721246,24817.597704,18519.972384
12942.223977,17006.612744,22771.032316
20609.453505,19820.668191,23959.78527
19193.865342,23425.326478,15971.77492
23243.695829,21436.982022,22683.549297
20231.282681,17545.844395,20291.790916
22307.773615,19470.752916,20577.676147
25023.943235,22374.13868,21330.900911
16830.821701,15169.657634,14418.110039
22373.85252,20241.179039,22735.200174
22401.604074,23510.383272,14225.154037
25789.618491,11834.608212,17748.212057
19275.05333,20747.918112,15663.431264
17992.488038,13213.898399,22028.790152
19103.290016,21533.570326,12071.561214
12824.004164,22166.600982,24620.229689
16413.979642,22042.071828,20175.649365
20068.853077,17109.632516,21436.621026
21868.991134,18766.966231,16820.869448
16555.468908,23365.981035,20747.52505
23894.324518,20952.260056,24272.674975
23269.554022,22976.204179,22520.376177
18980.08384,17838.751148,14583.289269
18975.09899,21391.23318,19511.908946
20775.624338,26183.929965,21354.385742
23129.508737,11344.082496,16181.312426
23510.427011,16088.140928,21900.917317
18596.518761,23109.522055,21950.071965
21134.585975,20074.64026,21122.114598
20848.206307,21328.116079,20096.237536
28853.448983,19990.933392,23188.769789
23113.718058,21016.595136,23295.28518
19077.141495,21398.044309,20557.526704
22442.231143,15138.204625,20236.310512
22368.646551,26663.900512,11754.278735
26373.364828,15927.088985,20963.894394
24236.439372,17985.077133,24388.795509
19167.963804,17132.028122,18124.673053
21241.718245,14217.002046,15683.636657
22975.74562,18810.408702,21414.210973
15436.895969,25624.3524,13946.342892
19796.29798,14316.461449,14791.572493
17944.403718,17933.972919,16098.103069
22003.82548,20017.835053,23131.542595
16634.189823,23930.754014,18811.706524
21119.597114,20379.567128,19289.349757
20761.275997,20949.801957,16875.440933
16085.57235,22151.642406,11982.535737
20886.753859,23899.439346,27195.068427
19528.440632,16282.063061,12721.045845
18390.184202,17993.919661,21356.056686
21042.207756,16847.77982,19926.243217
20683.3491,12821.2519,18008.082845
21305.981345,23779.124886,13747.856134
19541.32192,21582.168779,24496.268778
16208.653022,14952.355619,21622.923173
15678.326664,22259.833468,15128.185037
13224.92635,13929.436273,17590.088525
24191.248979,18803.865351,24176.527102
17382.235263,15236.321262,18169.029648
19917.492833,22840.262337,23746.899604
19007.173223,19532.080726,16373.33116
22474.720734,16505.279999,14899.415881
16152.074236,20376.148576,18703.313617
15995.188549,16119.534276,14663.070663
20785.659487,11442.833828,13074.013703
20282.023325,19646.930087,21526.321285
14916.919594,20938.032521,21351.852724
20193.153585,23329.955393,19731.697625
20929.91611,21279.844686,24725.24829
18775.574959,23278.598735,19032.197462
23846.555854,17396.475422,20577.200548
22909.422948,20834.625656,16935.276161
12054.202647,23765.629496,19280.805543
15240.626614,19681.432661,18566.556504
16715.487171,15927.06442,24231.816321
21784.352643,22976.210545,17971.858469
16705.845667,24528.617849,19590.307083
24473.043926,19746.411357,20732.091402
15217.111183,13555.782594,15595.099882
17838.771037,25349.039407,15125.533122
21980.243667,25071.696693,24618.577945
15736.043753,22120.866627,21218.437927
22252.249113,19844.302236,21150.269387
18557.105895,12795.290767,18557.452701
12619.616347,21830.419058,15930.338437
13950.302382,16742.041274,20562.677897
23343.569702,23350.135712,21153.443602
15627.227331,22082.730377,17495.680784
21512.234304,14659.76883,17275.808055
20439.082511,17130.188536,14308.529526
24508.829745,21646.900318,16474.623031
21518.69257,21996.897671,15164.816623
18169.777569,19268.062488,21515.124855
18455.73224,22181.681167,20287.239639
24348.990467,22034.709088,21287.185327
21445.48972,21369.153685,13872.946058
17772.680655,19807.286924,19668.274301
19939.979986,18521.75712,20182.75179
20924.488557,15955.037818,21727.327508
24288.955755,20367.872105,22346.331205
24037.565088,15318.081312,18295.068071
16291.96584,22462.986827,17287.876917
21179.053004,16134.923599,22697.504289
22958.312784,18302.990767,27088.543604
22712.396044,26600.342788,16808.338021
22614.997762,23877.272937,23216.178227
15793.150951,18976.555135,24411.217529
23194.892931,21436.709202,16319.247649
25832.803293,23344.500693,21756.458608
13953.980356,27181.600089,20935.037789
22508.287155,16671.936203,23203.484699
18403.435143,23478.61042,14753.836818
20174.498603,21947.563387,23369.419559
23376.102727,22829.261912,18151.430429
19737.93286,15114.486797,23001.9815
26847.061773,22345.099674,17184.901557
19050.833118,15584.812475,22419.496741
16905.581111,18831.310058,17621.88617
23265.152123,17696.446805,19092.750891
21720.230362,21329.445109,25326.658306
19483.371089,18970.643538,20196.128149
20543.003227,17759.49332,13055.517949
16448.982072,20963.295792,28333.247718
20620.272239,15453.319753,14829.533575
20687.837087,13093.209605,17362.849542
18468.876966,23923.448937,15588.431506
21767.098417,19323.844855,23149.284846
24176.81986,14229.89501,24732.887065
21005.435322,13470.351817,26389.587564
19755.828229,19479.995016,25522.446456
19603.030917,23700.551566,18567.116617
19469.459004,17779.479791,11129.000132
13366.8059,15541.003675,24859.118058
14387.767453,26194.637295,20441.116038
12286.976385,22330.664775,23697.260374
20312.578456,19250.46327,20100.93628
20414.77593,19876.134922,19051.965872
19180.079035,16582.736287,17501.09896
15469.110762,20530.176962,21067.514904
20209.530069,15371.854628,18380.102204
24166.538426,32173.570425,22358.536712
21863.973428,21968.073327,19872.457479
24832.362606,24876.688471,26478.043413
17041.40663,20083.476525,21104.495215
26608.425351,18992.324077,18819.853754
21152.171172,18855.79387,22851.992995
16684.197541,22208.658498,26180.758808
15169.607997,19404.464202,23596.201147
12268.153414,23648.577627,18873.814585
19348.563061,22490.281578,25815.267999
13339.434006,20832.738873,22811.814251
20576.82548,22158.025312,18818.940907
18318.087073,17710.5613,18201.602988
23044.454778,15516.950211,21278.044757
26752.909996,10518.802955,21871.104498
18239.390179,18677.798566,20499.588801
23619.933148,21878.6071,22938.189929
14480.554515,22457.196936,16918.168064
22847.420698,16459.893861,25755.611928
19886.274409,14857.113819,14829.564825
22075.014597,23355.751348,18238.685056
22837.430237,23893.381906,19956.712681
14203.874983,20434.49908,13396.320921
14862.964207,19601.959585,23429.094659
20091.270375,21108.624405,22407.001868
26140.628176,17673.081119,22036.788757
22062.348139,17490.162811,16897.186933
20132.942615,16411.213698,24698.588011
20080.313456,19714.073105,19518.258562
24611.552542,17518.345169,30557.058055
23233.402771,17110.661635,23336.372169
22038.574282,24584.405594,18259.442101
11143.748892,22139.561737,18622.91408
25254.917716,16129.655477,22043.766969
20776.563496,22236.277398,17775.899905
19702.651388,20514.293187,20390.720942
19094.09892,21837.939848,22704.858236
20367.971881,23700.152209,16892.045722
21648.965381,22799.205027,19034.507324
19415.747266,25396.567067,14789.33806
19273.284718,21289.107018,20774.533223
28414.179442,16284.138912,23021.987537
25148.615545,19992.913858,23388.210835
20561.660613,17892.361649,19016.478755
21681.213617,21933.767059,24411.119638
14905.600278,16347.930051,20860.87846
19923.462495,17091.08498,18634.247817
21839.407256,23270.811735,30257.808989
18340.692582,22025.804422,23944.743193
16521.765003,20231.404307,23222.273885
21191.104223,21605.846982,22086.656661
19313.884766,17161.890019,23417.811465
18865.499916,20731.995954,21417.198286
18935.344432,24360.725167,15234.381098
19754.065298,23328.65493,17838.758733
20349.893008,17432.823708,22837.895196
17400.084426,22788.923973,18600.812938
17974.73699,23624.81316,22539.734723
16394.833126,16780.201586,18320.317157
20113.242066,24366.963669,24593.817245
26818.041709,21837.632078,18699.847445
18765.131039,21533.405924,20203.680206
19017.916725,23394.428956,20619.319655
25239.459173,17396.543221,16450.621596
19722.865651,21377.362637,21828.685213
12900.462401,17427.24342,17618.526016
22758.072465,14832.51656,23044.24392
14920.616777,16940.541061,24186.849968
28153.979896,24319.963281,22329.932913
22678.583412,18693.847427,19321.502051
21666.742179,22260.157199,11842.416771
21356.268214,23930.341137,21222.283776
25749.152414,18242.029238,23205.34048
19762.126206,21407.822716,22441.634001
16327.012417,16029.988345,19133.734666
25895.489581,16881.300525,20262.902147
22570.164688,18520.633344,22481.652519
17233.618643,20786.15069,24807.363234
26063.119969,19227.926532,16673.645322
26751.857794,24314.772096,19244.492808
16551.32404,15609.486968,17453.062828
18210.533429,19435.815823,16684.529115
20107.415511,14562.401025,22570.380927
22833.549464,18888.766603,20217.357744
23646.794526,30366.743962,22501.89426
17962.701507,16805.617453,25795.065349
17556.881609,15652.606098,29746.167735
23033.381101,19174.069682,24145.222935
24066.697481,15974.975122,18407.485614
19708.59327,19984.970449,25243.507706
21333.656447,18766.733107,19579.582123
25889.158247,19283.869626,19339.169775
18572.217674,20734.699586,15476.060687
25487.911467,27023.110019,20427.853567
25051.514693,19064.193845,24020.326663
18991.590953,22939.953288,16713.644562
18855.988536,19295.551474,12768.811204
27563.647277,19923.897181,16596.592369
16538.978128,23698.040923,23365.392949
25838.986196,22666.909803,20873.095269
25826.183791,21588.330687,20996.817231
16627.246513,13455.489808,25698.713812
19894.798152,17298.881911,20426.801682
25592.554913,21292.798809,21781.331056
27061.291045,18583.741917,19684.722494
19164.016567,21286.773838,15217.433926
20042.891952,19395.969171,16511.75717
18705.683144,20526.478872,18856.233225
25973.020379,19240.92915,22534.872143
18235.624644,18318.372389,24275.157824
18362.583022,21177.909399,23046.649012
13455.420456,26029.177026,18500.217144
24421.368066,15504.838496,17927.333454
16539.326168,15354.678328,12273.350113
26534.314475,16943.175355,19757.423572
23160.910087,22039.00557,22881.1776
20212.364199,15266.516053,20584.839554
15965.563781,17867.653123,19571.993917
16101.223084,15997.017212,20153.307764
23394.000119,20241.610826,16129.14734
14870.005215,21153.280055,23191.99786
20544.262751,20899.372491,21632.836548
24871.227603,23310.231571,20385.96498
22183.10591,22045.248381,22865.978722
19402.666671,16391.019872,16659.877845
21649.494726,21894.669911,21718.388254
18918.71577,18451.908668,23403.963947
24848.533046,14840.711018,23233.263795
24598.682078,22749.286607,21489.855927
21030.356194,18680.946769,18844.296292
21641.404086,21795.70866,18698.867828
18979.974472,22770.343951,18767.922355
20641.192905,20248.513577,22486.271524
20390.386055,23337.539193,16600.918455
17028.833152,24510.110712,13747.444675
15647.436004,19209.985446,13463.780405
13468.380067,21165.455277,25072.917951
21788.36459,20867.340287,24813.147924
24222.645797,26965.675393,20689.522603
17186.193924,21238.760388,24963.236242
19302.936891,22051.612465,24115.132187
21075.922317,16396.77682,20598.08337
15848.678764,19839.567224,18486.308716
13749.707811,17079.282068,21177.372222
18227.513626,19019.62164,17658.628211
22152.568008,15802.769917,23814.068757
26514.658382,20130.699109,18151.32169
17992.953473,21198.682538,20210.705903
24064.744027,21292.124226,19920.295204
23979.098387,21102.239319,21225.072698
16800.366188,21046.373069,18565.874851
27644.657607,17690.006056,19170.900035
14039.132576,13754.526144,20180.498183
18615.412089,20210.560481,19674.067524
17256.478591,20235.422201,15881.730423
19216.666405,24632.695529,20251.484263
21295.663351,29417.190249,19845.364308
23932.722329,14966.649788,16845.082351
15812.515932,22174.13397,20894.254399
21605.447788,17242.612322,16950.710498
11653.809999,13832.729965,25636.788378
18124.230284,22286.452189,17626.029886
19120.255914,17476.373058,23169.328655
13973.656613,8194.000554,20120.397212
18305.559629,20627.15639,22388.015438
20364.6193,23810.730242,27932.488775
18818.551777,18593.36674,18128.108738
19068.917969,13666.795477,20277.514782
19083.460236,21053.307731,23996.298765
16005.192931,19741.775746,15779.5568
18873.144258,23607.489327,21764.31353
16699.083948,22184.201116,16548.286041
10344.409538,22820.136331,26307.743909
18860.44885,15998.191731,16906.157678
14651.815858,22997.951838,20446.381171
23619.348234,20852.240693,19086.918432
23881.902797,22235.361952,18296.702635
18477.597833,17848.495843,21206.828513
24411.568618,26280.097174,22329.917289
20983.299245,22924.192242,21176.096119
15431.784625,21729.414205,22385.76595
20574.413663,16341.857446,15845.706316
24925.950944,26469.263833,21393.721691
21029.312009,18975.500325,17138.166612
19450.426482,9984.321771,17593.494586
13054.00081,25181.160467,23982.01321
17881.500413,18431.535701,17938.619853
21827.459488,22700.48181,18179.927253
17558.731047,22617.890626,20183.918073
18564.656419,21747.497131,25818.391461
24492.712198,26780.3917,18069.269023
12035.063772,14266.837169,14583.326351
21247.306264,26297.962355,18964.167816
21829.050397,17195.559126,19874.243216
18458.748962,22774.058105,15863.671883
19289.396522,14099.539906,11487.561073
15576.971346,18658.509677,19324.779749
22774.877186,17904.216634,20555.192965
13743.562646,21717.333838,17356.922583
18008.868333,17960.949016,21704.907187
18418.720998,24266.578325,17771.976443
19128.26424,28340.633929,15344.25311
